disposition,orbit_period_days,stellar_radius_sun,stellar_effective_temp_kelvin,planet_equilibrium_temp_kelvin,stellar_surface_gravity_log10_cm_s2
1,3.9791023,,,,
1,7.0628019,,,,
1,3.1405783,1.26,5636.0,1061.0,4.24
1,4.7114264,1.47,8238.0,1588.0,4.41
1,9.7355768,1.81,5033.0,1250.0,
1,3.5714448,2.56,5942.0,1514.0,3.66
1,2.3626917,1.62,8360.0,2318.0,4.33
1,2.7194615,0.89,5454.0,1263.0,4.52
1,7.3039869,,5308.5,939.4105386,
1,7.9969538,,5305.8,1055.0,
0,10.45776,,5800.0,792.0,4.38
0,1.5971426,1.77,6263.0,2337.0,4.03
1,2.8389301,2.14,7132.0,1780.0,3.98
1,3.7788779,1.02896,5817.7,1185.0478458,4.43
0,2.5313424,,9598.5,2281.0,
0,0.6691882,1.76,6623.0,2570.0,4.09
1,0.765415,1.51,6034.0,2109.0,4.13
1,6.1786733,1.4,5806.0,1172.0,4.16
1,2.9526508,1.73,5812.0,1338.0,3.98
1,5.3945125,,,,
1,13.9311096,1.69,6445.0,806.0,4.1
1,1.7563116,1.20235,5885.0,1667.6324897,4.31
1,5.0949767,2.25,6565.0,1532.0,4.18
1,3.919695,1.73,6438.0,1607.0,4.08
1,9.148074,,3999.0,871.4962715,
1,2.7765784,0.78,4348.2,941.0,4.48
1,3.1510024,1.5,5927.9,672.0,4.12
0,11.8885643,0.75,4427.0,580.0,4.52
0,1.3955317,3.29,4957.2,2089.0,3.34
1,4.9873145,0.87414,6199.0,1039.1163307,4.63
1,1.6660179,2.01,5993.3,1742.0,3.9
1,5.9349921,1.13,5320.0,695.0,4.29
1,6.0672187,1.0793999,6149.0,1075.9802743,4.44
0,1.7167587,,3917.3,1066.0,
1,4.2594558,1.18,5763.8,1271.0,4.31
1,3.4569274,,4973.0,1098.0,
1,1.0078907,3.52,6808.0,2915.0,3.51
1,2.7188122,1.48,6531.0,1437.0,4.23
1,2.9866836,1.24,4790.0,1142.0,4.14
1,1.8528946,,5378.5,1895.0,
1,3.6562554,1.51,5994.0,1602.0,4.12
1,2.1642912,,4907.3,1656.0,
1,3.8249546,1.69,6341.2,1592.0,4.08
1,11.2237372,0.903365,5136.0,703.6564933,4.47
1,3.6387748,,5095.6,,
1,8.7234738,1.0,5522.0,755.0,4.42
1,2.8372178,2.24,5604.0,2287.0,3.73
1,4.3618031,2.21,6126.0,1656.0,3.81
1,3.9415006,1.3,6011.0,1123.0,4.26
1,0.422425,1.18,5269.0,1711.0,4.25
1,17.0298529,0.92,5022.0,485.0,4.43
1,32.6012979,1.35,6067.8,569.0,4.23
1,3.1726875,0.87,5056.0,1010.0,4.48
1,8.4893234,,5030.7,1211.0,
1,16.56308,1.35,6177.0,1027.0,4.25
1,4.6288384,2.22,5978.9,2291.0,3.89
1,11.4483792,1.28,6175.0,999.0,4.29
1,6.3885628,1.03,5474.0,725.0,4.4
1,2.2538878,,,,
1,3.6515704,1.59,6353.0,1150.0,4.13
1,3.9563671,,5601.0,1306.0,
0,1.862908,1.39,5626.0,3340.0,4.15
0,0.7799194,2.04,5473.0,1991.0,3.8
0,3.3789946,0.82,4809.0,1190.0,4.51
1,2.6566986,1.67,6823.0,2022.0,4.16
1,4.040003,1.48298,5692.2,1370.1551938,4.1
1,3.2404614,1.35,5823.0,1179.0,4.2
1,8.7520247,0.94,5666.0,911.0,4.5
0,1.5810556,0.76,5985.0,1780.0,4.72
1,4.0358074,1.56,6599.0,1316.0,4.19
1,3.8795023,1.26,6048.0,1437.0,4.29
1,2.7812908,1.63,7560.0,1998.0,4.26
1,4.3205081,1.23,7627.0,1436.0,4.51
1,3.3626798,1.39,6165.0,1620.0,4.22
1,1.82856,1.53,6078.0,1871.0,4.13
1,2.1970052,1.47,5636.0,1623.0,4.1
1,0.4947938,1.5121,5879.0,2849.8678213,4.11
1,2.1301227,,5830.0,1590.0,
1,4.9214799,,5055.0,903.0,
0,0.9714298,2.18,6495.0,1981.0,3.89
1,1.4466788,1.81,5881.0,1699.0,3.95
1,5.1890769,1.81,6195.0,1510.0,4.0
1,11.8413467,0.77,4554.0,574.0,4.52
1,6.0379203,0.77,4554.0,763.0,4.52
1,2.217782,0.81,4841.0,946.0,4.52
1,16.0085751,1.08,5992.0,976.0,4.34939
1,6.9625419,0.95,5727.0,1214.0,4.5
1,3.7833369,1.23,5266.0,1222.0,4.21
0,2.6520851,,6054.0,,4.29
1,9.1317488,0.75,5198.2,636.0,4.63
1,2.4038651,1.21,5961.0,,
1,9.2224171,2.5926199,6332.0,1477.1119659,3.7075
1,8.159487,1.2115099,5860.0,1000.5192324,4.29672
1,7.748612,0.307821,3230.0,351.9088621,4.91717
1,8.4130034,1.92409,6529.0,1335.6413065,3.99995
1,1.5505494,2.02,,2588.0,
1,4.218076,1.0,5780.0,1128.0732222,4.438
1,4.8768783,0.75,4562.0,1154.0,4.54562
1,4.5992844,3.1233001,5695.0,1905.2568703,3.45316
1,2.5130547,0.85,5635.0,1659.0,4.41
1,7.3436151,1.0980901,5406.0,928.2392842,4.32992
1,,1.0980901,5406.0,741.7781718,4.32992
1,15.3502505,1.0,5782.5,750.0,3.92
1,3.4468018,1.5443701,7853.0,1835.4167797,4.33241
1,1.1882549,1.78789,8405.0,2961.4012649,4.25145
0,2.1570462,1.04535,5863.0,1448.8262904,4.42
1,2.9151556,1.34,6220.0,,
1,4.4961387,1.18466,5554.0,1159.2289516,4.28
0,1.7561019,0.81,4896.0,1571.0,4.52
0,1.2997811,1.61,6053.0,2068.0,4.08
1,5.1108509,,4916.0,1107.0,
1,3.4654953,1.77738,5570.3,1552.6711273,3.93
1,2.8724894,1.1,5752.0,1387.0,4.37
1,1.0848133,0.99,4670.0,1148.0,4.32
0,1.7113115,,6845.2,1740.0,
1,2.9817237,2.14,7717.5,1937.0,
1,1.5039495,0.95,5623.0,1619.0,4.54
1,3.0415724,1.3,5814.1,,
1,2.501531,1.58,5823.0,1947.0,4.06
1,3.3687307,1.18,5727.0,1248.0,4.3
1,2.9661661,1.17,5436.0,1122.0,
1,3.500869,1.69,5870.0,1531.0,4.01
1,11.6235,0.89,5518.0,661.0,4.34
1,3.0086349,1.46,5984.0,1495.0,4.15
1,3.0002348,,5757.3,697.0,
1,3.3412415,0.9,5285.0,993.0,4.48
1,2.304583,1.58,6562.0,1970.0,4.18
0,3.3418892,0.8,4874.0,928.0,4.53
0,0.8912218,1.59,6245.0,2274.0,4.12
0,1.5380702,2.06,6125.0,1862.0,3.87
1,1.755115,2.4012699,5889.0,2358.8436545,3.71
0,1.9740614,,3633.7,1452.9285261,
1,2.5850398,1.2,5770.0,1360.0,
1,1.2979921,2.63993,4965.0,1687.3618388,
1,1.3570332,,12679.0,3013.0,
1,3.8099858,1.58842,6674.0,1603.7202215,4.19
1,2.4563456,,4908.5,1350.8659866,
1,4.3167817,,5276.4,1037.0,
1,3.2346944,1.3147399,5613.0,1374.5742272,4.2
1,1.9115371,,,,
0,1.8532983,,6292.8,1304.0,
0,5.6133922,1.07,5848.0,861.0,4.41
1,7.3105415,1.58,6353.0,1068.0,4.14
1,6.0978165,1.11,6255.0,1143.0,4.44
1,3.0002084,1.41,5767.0,1471.0,4.15
1,3.1198404,1.13476,6011.2,1324.8877848,
0,2.5313956,1.13,5854.0,2166.0,4.36
0,4.2021893,1.42,6702.0,1332.0,4.29
1,6.481666,1.99,7849.0,,
1,2.2020405,,5276.4,1176.0,
1,3.1872086,1.64157,6578.0,1713.5741385,4.14
1,5.2019364,1.27,6111.0,1170.0,4.29
1,4.1632657,1.34,5145.0,846.0,4.12
0,0.3093954,0.73,4769.0,1789.0,4.59
0,1.8639309,1.57,6527.4,3289.0,4.18
1,1.0372587,1.3164999,6049.0,2118.4620452,4.25
1,1.1239202,2.06,7786.1,1749.0,4.08
1,3.1940809,2.24,6417.0,1741.0,3.85
1,0.9277787,2.42,6123.0,1638.0,3.74
1,1.9410635,1.46336,6497.2,1750.0498731,
1,1.6127665,,5359.2,1821.0,
1,5.271813,0.73,5947.6,1272.0,
1,4.118418,1.5,6374.0,1178.0,4.19
0,0.476873,3.57,5877.0,2388.0,
1,2.5650361,1.34,5866.0,1441.0,4.21
1,2.5402287,1.5968,9339.0,1939.0,4.41
1,5.7694373,1.5989701,5499.0,1230.8833686,4.01
1,1.9804293,1.29,6381.0,3107.0,4.32
0,4.1273472,1.44,7795.0,1582.0,4.39
0,1.3298469,0.81,5791.1,3735.0,4.69
1,17.8552322,1.49114,6779.2,938.3377787,4.25
1,4.0875563,1.55158,6454.0,1626.8581476,4.26
0,4.3170598,1.25,6017.0,1215.0,4.29
0,1.764534,1.2,6479.0,2124.0,4.4
1,1.9990323,1.07,5675.0,1098.0,4.38
1,4.4178042,0.785799,4864.0,861.4483375,4.55
1,4.5956692,1.3,6157.0,,
0,0.9399664,2.5465,6300.3,3122.4488768,3.72
1,2.1083693,1.35,10984.0,3226.0,4.64
1,3.007925,1.68,7457.0,1704.0,4.14
0,2.7568649,,,,
1,9.8170028,1.49,5994.3,1043.0,4.13
1,3.6691817,,4675.9,891.0,
1,8.084554,1.15,5739.0,990.0,4.33
1,4.6387689,1.2,5543.7,1153.9361568,4.27
1,5.2667367,1.6,5938.0,1106.0,4.06
0,1.3176767,1.73,7176.0,2137.0,4.16
0,3.310636,,3245.0,935.0,
1,9.10326,1.21,5467.0,781.0,4.26
0,3.121339,0.56,3858.0,1091.0,4.69
0,3.0373017,,4903.0,2095.0,
1,4.4168832,1.42,5847.0,1314.0,4.16
1,5.2462501,,3882.0,1048.9603973,
1,2.7567478,,,,
1,3.5410781,0.82,4652.0,906.0,4.48
1,11.3201226,0.74,4971.0,640.0,4.61
1,4.1584817,1.87,7486.0,,
1,3.7037478,2.2,6688.0,1935.0,3.91
1,3.0827487,1.61,7658.5,2054.0,4.28
1,16.45209,1.85,5573.0,,3.89
1,4.4064273,1.86,6592.0,983.0,4.04
1,8.4843917,1.65,5859.7,1243.0,4.03
1,5.5280331,2.11,,1487.0,
1,3.8212977,0.992137,5342.0,1087.6474599,4.41
1,9.3236885,1.15,5505.0,631.0,4.3
1,1.805376,0.820538,5090.0,1226.8109303,4.54
1,4.9056578,1.01,5989.7,1211.0,4.47
1,4.0088245,0.795696,5007.0,914.3568608,4.56
1,3.7026941,1.5,6282.0,1343.0,4.17
1,3.2523102,0.9,5396.4,1231.0,4.5
0,8.0635,1.71,5657.0,1390.0,3.97
1,5.016641,1.83,6616.0,1310.0,4.05
1,4.0517972,1.45,6284.0,1321.0,4.2
1,2.3874731,1.27379,6566.0,1661.0534911,4.36
1,1.2678043,0.9,5303.0,1186.0,4.49
1,1.0666963,,4893.1,1783.8643732,
1,3.6554335,1.56,6321.0,1568.0,4.15
1,9.312167,,3979.0,918.0,
1,3.5884855,,,,
0,2.6816329,2.34,7047.0,1829.0,3.89
1,6.3854622,1.17,5519.0,1064.0,4.29
1,1.5351652,0.744573,4215.0,1040.9776611,4.59
0,1.7384809,1.72093,5540.0,1915.6210676,3.95
1,3.0789699,1.64,6153.0,1679.0,4.08
1,1.4822451,0.91,5115.0,1278.0,4.45
1,3.1493729,0.96,5766.0,1293.0,4.49
0,2.9708603,,,,
1,3.1315583,1.69,5684.0,1589.0,3.99
1,2.4188647,2.9,7316.0,1903.0,3.73
1,3.2337884,1.64,6065.0,1219.0,4.06
1,3.4898546,1.2,6083.0,1005.0,4.34
1,3.1988858,1.7076499,6133.0,1673.2690337,4.04
1,14.2337615,1.03392,5692.0,751.8284274,4.41
1,4.8893985,1.62,5639.0,1081.0,4.02
0,5.6902814,0.86,5400.1,925.0,
1,3.2131823,1.3,5688.6,1450.0,4.22
1,5.7456862,1.19,5867.3,1117.0,4.31
1,7.6460931,1.49,6065.0,1056.0,4.15
1,2.9708659,1.30269,6122.0,1495.2487083,4.27
0,19.8875338,1.57,5856.2,565.0,4.07
0,2.6342729,,,,
1,3.4945148,1.2,5699.0,1215.0,4.29
1,3.9365629,0.61,3689.0,706.0,4.64
1,8.22388,0.99,5177.0,618.0,4.39
1,1.9617969,1.09703,6026.0,1560.1038498,4.41
0,2.6340964,0.83,5163.2,1601.0,
1,3.2403602,1.36,6605.4,1627.0,4.31
1,2.5266409,3.6,7233.0,1463.0,3.54
0,5.0859432,1.48,6360.4,,
1,1.8048106,2.1619599,5972.0,2238.402212,3.81
1,4.2186625,1.0068901,5425.9,1071.6603274,4.41
1,3.7330471,,5579.5,1705.0,
1,4.9276886,1.1462801,5263.0,1062.6576955,4.27
1,5.7208592,1.13,5856.0,1038.0,4.36
1,0.4941631,1.33,6219.7,,
1,1.2205315,3.49,8273.0,3910.0,3.66
1,5.7361495,,5668.6,1278.0,
1,4.084447,0.96,5458.0,883.0,4.45
0,1.5492212,1.78,8364.0,2685.0,4.25
1,1.831733,2.7,7308.0,1975.0,3.79
1,2.959842,1.13,5585.0,1273.0,4.33
1,2.1795448,1.42,5840.0,1515.0,4.15
1,3.1116107,,,,
1,2.923461,2.4,5858.5,1643.0,3.7
1,3.2637419,1.42,6016.1,1186.0,4.18
1,12.11028,1.29,5808.0,856.0,4.23
1,1.7556768,1.19,5670.5,1520.0,
1,1.5244603,1.85,6714.1,2356.9493582,4.06
1,3.4796904,2.97,6841.0,1784.0,3.66
1,4.6017262,1.12,5981.0,851.0,4.38
1,2.277182,1.12,5622.0,1241.0,4.34
1,3.3325651,1.5,6229.9,,
1,5.5122277,1.18,5587.5,998.0,4.29
1,4.0898871,1.11,6191.8,1240.0,
0,3.1004285,,8951.0,3188.0,
0,2.3882776,0.87,5097.0,1950.0,4.5
1,1.7025848,1.27966,5504.0,1652.5853359,4.21
1,3.9497635,1.44338,6373.0,1467.7302713,4.22
1,2.6480838,,,1318.5238345,
1,9.9908116,2.02,7934.0,,
0,3.5639862,2.41,6940.9,1451.0,3.85
1,3.2975093,1.18,5556.0,1204.0,4.29
1,0.8746494,0.81,4977.4,1740.0,4.54
1,4.4085194,1.2983299,5961.2,1287.2452024,4.25
1,5.4439776,1.41985,5717.0,1217.0846478,4.14
1,0.7415247,2.73,5921.0,1930.0,3.6
1,1.2126653,1.51,5958.7,1609.0,
0,4.7150255,1.2,5756.9,1827.0,3.9
1,2.1947767,1.05234,5601.5,1396.6323632,4.39
1,1.7266138,1.41,5972.0,1836.4094485,4.18
0,2.4254068,2.51,8290.0,2552.0,3.95
1,2.2390796,1.29,5615.0,1522.0,4.21
1,4.4619426,1.36,5854.0,1245.0,4.2
1,5.9577768,1.12249,5219.0,980.6686318,4.29
1,1.9341469,,4828.4,1133.0,
0,3.6923071,1.1,8469.0,1226.0,4.68
0,4.8542148,2.0394399,7259.3,1779.7012929,4.03
1,5.9664078,0.89,5418.0,905.0,4.51
0,1.38665,0.93,5444.0,1652.0,4.48
1,1.7054246,2.24,6304.0,1273.0,3.83
1,4.6401269,1.00936,5191.0,1007.016024,4.37
1,3.3462671,1.91,5501.0,1438.0,3.86
1,1.3697115,2.15,7321.3,3261.0,3.99
0,3.105654,1.44,6241.0,1403.0,4.2
1,4.9777448,1.21,5785.0,1095.0,4.29
1,5.0778064,1.24347,5262.0,1095.3653389,4.2
1,4.4543921,,5854.0,1680.0,
1,3.246208,1.34548,6088.0,1471.4303775,4.24
1,2.4145007,1.67,6391.0,1622.0,4.1
1,5.4640119,,,,
1,10.0755592,0.97,4798.6,405.0,4.36
1,3.3411398,1.3,6702.0,1614.0,4.36
1,3.3210331,,5218.2,1545.0,
1,9.0881638,0.8,5211.0,765.0,4.58
1,2.5400911,0.77,4245.0,886.0,4.49
1,0.6041576,1.97,6231.0,3439.0,3.93
1,4.4236103,1.86,6120.1,1549.0,3.96
1,9.9441709,1.37,5252.0,861.0,4.12
1,2.3467263,1.78044,6121.8,1890.956087,4.0
1,3.0423931,1.65768,7046.0,1833.1734999,4.19
1,4.0463709,1.05486,5805.0,1172.1290154,4.41
1,4.4184429,1.11999,6166.0,1221.5897336,4.41
1,4.2605739,1.0759,5457.0,1110.4504109,4.35
1,2.2842184,,4930.6,898.0,
1,3.8901335,2.2370601,6530.0,1862.711381,3.87
1,1.3944879,0.965059,5483.9,1530.9212454,4.45
1,1.9025032,1.02592,5464.2,1419.3123455,4.4
1,4.3701795,1.23067,6647.1,1344.6689175,4.4
1,4.9107194,1.66,6302.0,1499.0,4.09
1,7.27299,1.13,5400.0,1018.0,4.3
1,3.2509846,,,,
1,3.4813814,0.910221,5389.0,1080.8027122,4.49
1,2.4802272,1.72,6267.0,1863.0,4.06
1,3.0108217,1.89,5983.0,1133.0,3.93
1,1.5224706,0.8,4654.3,1279.4602071,
1,10.4401778,0.89,4571.1,639.0,4.4
1,2.1547472,0.50843,3538.0,689.8799484,4.73
1,2.4713543,2.0498199,6351.8,1669.7573784,
1,6.0985856,,4740.0,1308.0,
1,10.1182835,1.82,7253.0,970.0,4.13
1,4.230596,2.02,6455.1,1661.0,3.94
1,1.2222265,1.47816,6629.1,2250.09303,4.24
1,1.1202752,0.99,5769.7,,4.42
1,4.7378265,2.6408801,6533.0,1896.714755,3.72
1,3.5411235,1.09532,5151.0,1141.4685966,4.3
1,1.0788649,1.31,4920.0,1777.1321825,
1,3.9442027,1.22,6518.1,1453.0,4.39
1,,1.39,6523.0,1348.0,4.28
0,4.7262208,1.1428699,5947.0,1177.5798524,4.36
1,4.8404431,1.04742,5925.1,1115.9893923,4.43
1,13.3988634,1.46637,6475.0,993.9098444,4.23
0,6.5019596,,13253.0,2739.0,
1,8.1744382,,5051.3,904.8073455,
0,1.632,1.11,5997.0,1484.0,4.39
1,2.5404529,,4837.0,1614.3606628,
1,5.6619072,1.37,6294.0,,
1,2.9594651,2.35,6633.2,2886.0,3.84
0,2.1263167,2.2823701,6361.4,2264.6722133,3.83
1,2.141186,,4880.9,1443.8603659,
1,3.3526843,1.0157599,6245.0,1284.4248381,4.51
1,2.2091186,1.79471,6876.0,2086.8817852,4.1
1,5.5609997,1.58,5863.0,1264.0,4.07
1,4.3847594,1.75577,6806.6,1629.5420157,4.12
1,3.4471559,1.67828,6083.0,1609.4687264,4.05
1,5.4820954,1.28194,5719.0,1154.1798573,4.23
0,2.0449361,1.22,6247.6,1726.0,
1,2.0449545,0.97,5086.8,1400.0,
0,8.9279009,0.67,3916.0,570.0,4.59
1,2.1186344,,3898.0,1092.0,
1,3.9010509,2.7449501,6257.0,2008.8567199,3.65
1,1.6883103,0.9,4830.0,1543.0,4.42
0,1.8012697,0.75,4570.0,1576.0,4.54
1,1.5503072,1.98568,7747.0,2689.3260002,4.1
1,2.3753009,1.43317,6087.0,1684.9911465,4.18
1,1.8751894,1.5,5410.0,1641.0,4.06
1,9.4546478,3.2739301,5001.6,908.9128651,
1,12.4844641,0.63,3815.0,463.0,4.63
1,2.9157041,1.2,6400.6,1692.0,4.39
1,2.8054221,,4879.0,1292.3377117,
0,3.6502527,1.95,6630.3,1722.0,4.0
1,2.5312823,2.98,6170.0,2724.0,3.56
1,5.5455798,1.07607,5354.0,1002.1907807,4.34
1,4.4236732,1.06163,6096.0,1179.6108266,4.44
1,3.4391954,0.637223,3902.0,705.1521561,4.62
1,3.4177514,1.52,5868.0,1450.0,4.1
0,1.6882863,,,,
1,2.7509863,1.0711401,5317.0,1255.7382989,4.34
1,0.5318566,,4852.0,1869.0,
1,25.8944827,0.74,4375.0,357.0,4.53
1,0.6843601,2.17,6779.0,1873.0,3.93
1,2.0042661,1.8149,7284.0,2259.9883961,4.14
1,6.5718534,1.89337,4773.0,893.7491602,
1,3.1479532,1.63943,7298.0,1849.5348804,4.23
1,3.5414573,0.99,5244.0,1190.0,4.4
1,2.3907751,2.0989001,5382.0,1861.1528619,3.76
1,2.1803154,1.9933,7166.0,2274.9584022,4.04
1,10.3380912,1.7,6650.0,1024.0,4.12
0,1.55028,0.87,5039.5,1806.0,
1,0.9183768,0.9,5176.0,1412.0,4.47
1,3.6238662,1.39527,6717.3,1534.6607085,4.3
1,4.1689145,0.874119,5119.0,961.3875339,4.49
1,2.9508097,1.70744,5823.8,1659.7353595,3.99
1,1.5970752,,,,
1,5.3868381,1.13,5915.0,1113.0,4.37
1,1.3312309,0.66,5247.2,1857.0,
1,2.3365744,1.41,6545.0,1738.0,4.27
1,5.6089886,0.927391,5353.3,926.0791782,4.47
1,1.6180578,,,1552.5445917,
0,3.10926,1.18,5894.0,1338.0,4.32
1,1.4005308,1.06059,5765.0,1665.0948975,4.4
0,3.2583798,0.9,4992.1,1043.0,4.44
1,10.3918699,1.69,6683.0,594.0,4.13
1,6.1080224,1.48,6204.0,1345.0,4.17
1,4.9386676,3.0218699,5646.0,1817.3748885,3.48
1,4.6747218,0.5,3502.0,513.0,4.74
1,2.1040634,1.54,5973.3,1792.0,4.1
1,4.8163162,1.1743,5290.0,1087.3512039,4.26
1,3.0923729,1.76,6510.2,1763.0,4.07
1,4.120004,0.902842,5497.6,1034.5151246,4.51
0,0.91677,1.71,5825.0,2236.0,4.04
0,13.247777,0.89,5373.8,817.0,4.51
1,3.1833919,1.39,6405.0,1269.0,4.27
1,0.7729066,1.19,6125.0,1893.0,4.35
1,3.2551315,1.3329901,6433.0,1512.6883561,4.3
0,2.2019606,1.35,6269.0,2332.0,4.26
0,2.8300213,1.01,6205.0,1292.0,4.51
0,14.9857436,0.86,5279.0,984.0,4.52
1,17.6229161,1.21,5973.8,614.0,4.31
1,2.6797436,1.07552,5573.0,1316.5338707,4.37
0,8.2064867,0.824569,5236.1,757.8882131,4.55
1,0.5045539,1.0,5227.0,2289.4942693,
1,1.6667559,1.4,7189.4,2211.0,4.35
1,5.8677921,1.04333,5565.6,997.224075,4.39
1,1.4658218,1.36,5586.0,1311.0,4.17
1,2.5492773,2.07,6862.4,1647.0,3.98
1,3.2905683,1.06203,5689.0,1240.8835851,4.39
1,3.8960447,1.02,5295.0,976.0,4.38
1,2.9859012,1.94,6709.5,1195.0,4.02
1,2.8989758,1.47,5908.0,1247.0,4.13
0,3.6754815,1.4902101,6305.0,1517.2980079,4.18
1,3.6346303,0.85,5058.0,1067.0,4.51
0,4.89577,1.77,5883.0,1097.0,
0,1.0590994,1.42848,9332.0,2988.2080302,4.5
1,2.9594596,1.19,5560.0,868.0,4.28
1,3.8850001,0.89315,5382.2,1031.9739072,4.51
1,3.7178656,1.23586,6268.0,1372.1195235,4.34
1,4.9513106,1.43625,5914.0,1294.5600539,4.16
1,4.8709815,1.87,5908.0,1385.0,3.92
1,1.0358225,1.14,6180.0,1819.0,4.4
1,4.8504819,2.05899,6313.0,1628.0490201,3.9
1,3.2371501,1.35302,5800.1,1428.7894629,4.19
1,3.244299,1.5585901,5999.0,1567.7850348,4.1
0,0.4568,1.03,5777.0,1616.0,4.35
1,5.4290781,1.86967,6403.0,1505.5491913,4.01
1,2.5972551,2.1075301,7054.0,2181.3842633,3.98
1,3.1235179,1.04447,5376.0,1199.6413306,4.37
1,0.6848358,1.1,6385.1,1907.0,4.47
0,2.3378945,1.33,6666.8,1543.2507377,
0,7.1404043,1.11,5886.6,751.0,4.38
1,4.9807125,1.04,5545.7,1086.0,4.39
0,2.91463,0.99,5484.8,,
1,19.5105608,,,,
1,2.9150294,1.08,5385.0,1293.0,4.33
0,10.9803025,1.27,5951.0,,
1,3.2493152,1.04,5371.2,1011.0,4.37
1,1.7088305,,5253.2,1358.0,
1,24.0819851,1.05,5952.0,609.0,4.43
1,0.4399856,1.1,4423.0,1721.0,4.19
1,3.3952015,,5673.6,1180.0,
1,1.3460633,1.09,5788.7,1650.0,4.38
1,2.5733766,,,,
1,11.8886495,1.21,5773.9,954.0,4.28
1,0.8275646,1.32,6203.3,1793.0,
1,3.0193545,1.42,6341.0,1657.0,4.23
0,9.30734,1.35,5819.0,1163.0,4.34
1,3.6217624,1.28,5788.0,1313.0,4.24
1,4.1124956,1.64364,6145.0,1510.4570936,4.07
1,3.6566206,0.91,4489.2,908.0,4.37
0,19.5112506,,,,
1,0.896271,1.22,5726.0,1490.0,4.27
0,2.1461672,1.41,6046.0,1414.0,4.19
1,1.540776,0.77,4234.0,1061.0,4.49
1,11.0783748,1.06,5623.0,686.0,4.39
1,15.9544918,0.82,4798.0,584.0,4.51
1,1.2220437,1.0,5196.0,1556.0,4.38
0,0.6680065,3.77,5159.0,2613.0,
1,14.4832964,1.02,6039.0,1088.0,4.47
1,3.383466,1.23,5838.0,1355.0,4.28
1,16.1020097,0.92,6010.0,710.0,4.56
1,5.6922342,1.12,5648.0,1067.0,4.34
1,3.2693612,0.93,5814.0,1141.0,4.52
1,3.4952497,0.9,4304.8,742.0,4.36
1,2.0436029,1.13,5568.0,1179.0,4.32
1,3.2956376,0.86,4646.6,983.0,4.44
1,16.5968329,1.16,6329.0,827.0,4.41
1,1.8460997,1.48,6123.9,2150.0,4.16
1,5.1119781,2.67,8562.0,1521.0,3.91
1,3.0012386,1.21,6331.0,1604.0,4.37
1,1.7763987,0.84,4899.3,954.0,4.5
1,1.5574603,0.93,5564.4,1212.0,4.46
1,10.9543562,0.96,5542.4,909.0,4.46
0,7.6605425,,,,
1,3.011593,,5542.1,1125.0,
1,2.1371195,1.03,5570.0,1431.0,4.41
1,5.7310859,1.07,5552.1,776.0,4.37
1,18.565813,0.79,4671.0,537.0,4.51
1,11.2005651,1.63,5682.2,535.0,4.02
0,4.155,1.57,6270.0,1339.0,4.14
1,2.6292572,1.35,5933.0,1296.0,4.21
1,4.754432,0.94,5491.7,988.0,4.47
1,4.4100654,0.99,5726.0,1088.0,4.46
1,3.8951475,1.48,6071.0,1114.0,4.15
1,5.5822739,1.25,5997.0,788.0,4.29
1,6.0835972,1.22,5579.0,886.0,4.25
1,6.5846694,0.97,5852.0,897.0,4.49
1,4.1225477,1.55,5662.2,1115.0,4.06
1,0.8377576,1.6,6322.5,1889.0,4.13
1,4.8104679,0.92,5332.3,1002.0,4.47
1,2.9036816,2.14325,6059.0,1945.3461862,3.92334
1,2.1614819,0.87,4501.0,899.0,4.41
1,3.3401814,1.14,5508.5,1189.0,4.31
1,2.071333,1.44,6004.0,1632.0,4.17
0,7.0080817,1.06,6307.0,1033.0,4.48
1,4.5445569,0.3,3192.0,429.0,4.92
0,2.5227786,0.78,5268.7,1200.0,
1,3.0215428,,5622.1,1260.7602388,
1,4.2441117,1.57,6034.0,1418.0,4.1
1,5.3298577,0.8,4773.0,727.0,4.52
1,2.5228506,0.84,5294.0,1166.0,4.56
0,13.45913,1.38,6457.7,1524.0,4.43
0,0.6203033,1.78,6294.0,2806.0,4.03
1,2.7694074,0.94,5269.6,1350.0,4.44
1,4.5808535,1.14,5528.7,1186.0,4.31
1,9.0576962,0.72,4485.0,830.0,4.57
1,4.3345378,1.43,6314.8,1347.0,4.21
1,6.6713748,1.11,5614.5,994.0,4.35
1,4.3773113,0.75,5127.0,966.0,4.63
1,7.6607094,1.19,5911.7,,
1,8.6789911,1.12,5693.8,950.0,4.35
1,5.2077671,0.92,5522.5,966.0,4.5
0,1.470258,1.08,6321.46,1519.0,4.1984
1,14.7802661,1.09,5659.0,,
1,9.546972,0.91,5834.0,672.0,4.54
1,2.9406027,0.97,5464.2,1003.0,4.44
1,14.8496574,0.96,5296.6,808.0,4.43
1,10.1614815,1.24,6297.0,612.0,4.34
1,5.3599361,1.04,5933.0,1166.0,4.43
1,0.6451059,0.88,5436.3,1481.0,4.52
1,1.7213564,0.95,5072.0,1355.0,4.42
1,1.4680992,1.10122,5433.0,1595.4182996,4.33
1,3.5115357,1.35,5490.8,1360.0,4.16
1,1.9550932,0.873418,5400.0,1307.3307576,4.53926
1,5.7158895,0.82,5224.0,823.0,4.56
1,9.3517097,0.86,5298.6,730.0,4.52
1,3.4936188,1.42,5779.5,1394.0,4.15
1,4.0384773,0.83,4180.4,565.0,4.42
