disposition,orbit_period_days,stellar_radius_sun,stellar_effective_temp_kelvin,planet_equilibrium_temp_kelvin,stellar_surface_gravity_log10_cm_s2
0,1.97353,,2828.0,766.0,
0,3.1510408,49.1612,4240.0,1745.5508783,
0,2.78102,0.74,4538.0,905.0,
1,13.1660135,1.52,6368.0,949.0,4.18
0,1.10578,2.62,5650.4,1900.0,4.32
0,1.3387555,1.96337,5322.0,2163.4528,3.82
0,1.6038093,1.48129,6711.0,2004.2139211,4.25
0,6.3037582,3.08,8502.0,1798.0,3.78
0,7.3816254,,9260.2,2740.0,4.08
0,7.52118,0.52,6184.6,1841.0,4.11
0,8.76905,1.59,5906.8,1341.0,4.22
1,0.5476695,1.65,8274.5,3913.0,4.17
0,5.2146757,2.27,6080.0,1607.3541478,3.78
0,4.30438,4.82,6056.9,1319.0,4.17
1,3.121181,2.06,7814.0,1605.0,
1,4.587386,1.86,8388.0,2266.0,4.22
1,2.4843225,2.13,9855.0,3753.0,4.18
0,4.76516,,9412.5,1911.0,
1,1.4635019,1.67,8035.0,2226.0,4.28
0,2.396722,1.87739,10393.0,2847.2135988,4.32
0,3.4438,,4805.2,1708.0,
0,14.5378,2.05,8007.0,,
0,8.4134856,0.926261,5786.0,857.7314308,4.52
0,0.941436,2.34986,8322.0,3641.6264487,4.01
0,1.5078959,1.3,6635.0,2762.0,4.35
1,41.688644,0.956122,5703.0,,4.38
1,41.6855,0.928,5766.0,546.0,4.5
1,41.6855,1.08,5766.0,,4.5
1,2.302368,0.710995,4720.0,,4.5
1,2.30183,0.762602,4616.52,1054.0,4.53679
1,1.1947488,0.57,3919.0,,
1,6.178369,0.789478,5015.0,,4.67
1,6.17887,0.849432,4719.28,772.0,4.45833
1,1.17589,0.309,,,
1,10.6966,0.588,,,
1,1.5374115,1.599,,,
1,2.71189,3.16745,6402.0,2336.0,3.54386
1,18.10549,1.224685,6213.0,,4.32
1,6.7987,0.282,3648.0,,4.999
1,79.9999,0.508,4542.0,,4.747
1,,0.707,,,
1,17.77297,1.25428,5847.0,830.0,4.26659
1,0.99656225,0.5,3727.0,,
1,14.912381,0.65,4224.0,,
1,14.9139,0.647,,,
1,0.57303573,0.43,3570.0,,
1,28.1696,0.374,,,
1,28.1656,,,,
1,7.9069606,0.52,3772.0,,
1,7.90417,0.374,,,
1,1.0829614,0.56,3875.0,,
1,0.90552205,0.5,3710.0,,
1,0.905655,0.576,,,
1,2.75421,0.89,,,
1,2.75391,0.436,3918.0,,4.846
1,2.7541129,0.55,3834.0,,
0,50.285869,0.74,4859.0,,
0,50.27762,10.96,5141.0,1466.0,
1,10.50439,0.878,,,
1,1.684208,0.431,,,
1,0.21219899,0.37,3468.0,,
1,0.212194,0.26,3299.0,,5.106
1,0.2122013,0.188,,,
1,1.5778643,0.73,4811.0,,
1,1.57771549,1.15585,5163.0,,4.25178
1,1.57771549,2.56752,7333.0,,3.83915
1,13.0113,0.880221,5347.0,713.0,4.51267
1,40.70206194,0.572892,3759.0,,4.67427
1,21.204739,1.761722,5154.0,,3.91
0,2.5194039,1.76,6380.0,,
0,2.5194078,1.72,7119.0,,
0,2.51881781,1.76277,6380.0,,
0,2.519334,1.45,6283.0,,4.17
0,2.519386,2.03,,,
1,13.383629,0.815235,5216.0,,4.7
1,13.38382,0.65973,5113.71,608.0,4.73383
1,11.8951,0.68,5040.0,,
1,40.1401,0.716,,,
1,7.4433,0.724,,,
1,2.638,,4264.47,1313.0,
1,27.47083,0.749863,4947.03,480.0,4.59659
1,2.8268121,0.98,5736.0,,
1,0.72091,0.94,5633.0,,4.4
1,4.441258,0.833852,5450.0,,4.54
1,4.4416421,0.9,5547.0,,
1,4.44044,1.053,,,
1,11.20381,1.1,,,
1,8.006875,0.846,5403.0,,4.538
1,3.3643115,1.32,6240.0,,
1,2.13174,,,,
1,13.837814,0.7,4535.0,,
1,13.8394,0.554,,,
1,7.7991586,0.7,4535.0,,
1,7.79983,0.554,,,
1,3.883,0.554,,,
1,2.3330982,0.5,3726.0,,
1,2.333123,0.224,,,
1,2.33293,0.224,3508.0,,5.062
1,20.2073,0.7624,,,
1,36.7099,5.33871,5069.12,,
1,36.762337,0.75,4932.0,,
1,19.565799,0.854,4486.0,,4.652
1,6.3991398,0.8,5210.0,,
1,6.39916,0.7006,,,
1,2.72273204,2.85976,8002.0,,3.81097
1,15.695142,0.625,4270.0,,4.719
1,2.48038,1.27,,,
1,1.9668579,0.77,5063.0,,
1,1.96712,0.826,,,
0,,0.52,4419.0,,
1,12.726743,0.73,4767.0,,
1,13.2359,0.924,,,
1,0.18746328,17.27,46696.0,,
1,8.63829,0.438,3960.0,,4.844
1,8.6382631,0.5,3720.0,,
1,8.6381,0.5,3987.0,536.0,
1,8.63795,0.438,,,
0,5.7968861,0.72,4721.0,,
0,5.79687,0.79,5192.0,930.0,
1,0.4775252,0.522,,,
1,44.394,0.318,,,
1,22.197992,0.4,3508.0,,
1,3.2908998,0.72,4671.0,,
1,3.29163,0.567,,,
1,0.877214,0.93,5820.0,,4.6
1,0.87724,0.98,5679.0,2038.0,4.435
1,0.877183,0.932487,5705.0,,4.48
1,0.87703,0.990833,5711.17,1874.0,4.45381
1,2.896528,0.242,,,
1,2.89607106,0.524138,3565.0,,4.71635
1,2.8964139,0.42,3547.0,,
1,0.444372,0.82,5540.0,,4.81
1,0.44433632,0.8,5208.0,,
1,3.80464,,,,
1,7.28161,0.49,3742.0,518.0,
1,7.28116,0.541438,3726.0,,4.70134
1,7.28131,0.51,3748.0,,
1,7.28138,0.399,3784.0,,4.883
1,7.28076,0.399,,,
1,4.58328,0.545,,,
1,1.65336,0.545,,,
1,5.28081,3.01,6227.0,,3.676
1,5.28130579,2.66957,6161.41,,3.65337
1,440.0,0.85,4600.0,,
1,30.0,0.89,3400.0,,
1,,0.6009,,,
1,7.655533,0.751,5114.0,,4.687
0,27.770388,0.71,4598.0,,
0,27.77045,8.15,5086.0,441.0,
1,0.25967056,0.59,3982.0,,
1,0.259669,0.69,4340.0,,4.25
1,5.54583,0.34,,,
1,18.4502,0.717,,,
1,35.621,0.898,5440.0,420.0,4.512
1,4.1333,0.312,,,
1,1.9611469,0.64,4166.0,,
1,1.96133691104,1.06738,4427.0,1225.69,4.22028
1,40.7362,0.85,5618.0,529.0,
1,40.7302,0.98,5840.0,,4.44
1,18.10220826,2.04778,6141.1,,3.88145
1,0.60408352,0.67,4331.0,,
1,3.52743,0.257,3624.0,,5.014
1,3.52725,0.257,,,
1,3.52674,0.350987,3413.0,,4.87298
1,3.5269024,0.67,4332.0,,
1,6340.0,0.88,4800.0,,
1,9.321691,0.678,5089.0,,4.712
1,6.662,0.483,,,
1,2.71578,,,,
1,2.0478,0.655,4520.0,,4.659
1,,1.266,,,
0,27.27048734,2.564,5990.87,,3.66162
0,27.242808,2.54,,,
0,27.24273,0.92,6166.0,707.0,
0,27.242912,0.9,5547.0,,
1,1.39533316,0.424658,3433.0,,4.80422
1,1.3951513,0.32,3390.0,,
1,1.395336,0.28,,,
1,15.3791,0.336,,,
1,33.51569,0.71,5552.0,613.0,
1,33.5116,0.875,,,
1,33.5107,0.896,5683.0,,4.5
1,33.513607,0.857642,5628.0,,4.57
1,33.515399,0.65,4222.0,,
1,3.96165,0.634,,,
1,3.96151,,,,
1,6.97251,0.6252,,,
1,4.1698,0.628461,5053.0,,4.595
1,4.16888,0.628,,,
1,4.16959,,,,
1,12.339133,0.73,4751.0,,
1,12.3389,0.628,,,
1,2.89465,0.702,,,
1,3.83794,0.809,,,
1,5.24086,0.809,,,
1,2790.0,0.93,5100.0,,
1,8.91058,1.028,,,
1,28.2692,1.29,5631.0,,4.2
1,28.270642,0.9,5545.0,,
1,28.2717,1.02594,5564.0,,4.40705
1,28.271761,0.933556,5548.0,,4.42
1,28.2671,1.028,,,
1,4.73172,1.028,,,
1,0.78214992,0.79,5144.0,,
1,0.782022,0.94,,,
1,15.4769,0.66,,,
1,6.45027,0.894,,,
1,6.4498648,0.85,5395.0,,
0,1.19478,0.235,3671.0,,5.053
0,,0.7,4786.0,,
0,1.5771832,1.94,8210.0,,
0,1.57753,1.93,7747.0,,4.08
1,3.262038,5.27397,10318.0,,
1,4.4654,2.3,,,
1,21.140574,1.29,6205.0,,
1,5.74372,,,,
1,3.2923818,1.87,7824.0,,
1,6.90487,1.45,6599.0,,4.241
1,6.9055211,1.89,6722.0,,
1,6.905053,,,,
1,1.696374,1.793,,,
1,3.0459383,0.89,5529.0,,
1,3.046136,1.698,,,
1,3.04622,0.89,5529.0,,4.5
1,3.23792,0.639668,4500.0,,4.67558
1,3.238542,0.69,4446.0,,
1,3.2367,0.74,4863.0,,4.597
1,6.2719092,1.81,7254.0,,
0,23.7782,2.09,7498.0,,4.03
1,1.42636,4.28,,,
1,3.979287,1.84,7430.0,,
1,2.1417519,1.59,6492.0,,
1,2.86136,0.50129,3697.0,,4.73628
1,3.10622,0.501135,3636.0,,4.73641
1,1.814553,10.0566,4618.0,,
1,17.1541,16.1325,4930.0,,
1,12.1507,0.83,,,
1,2.4343734,0.9,5568.0,,
1,1.8490876,0.96,5693.0,,
1,2.62077,1.4,6302.0,,4.23
1,2.620799,1.725,,,
1,2.620724,1.14,6013.0,,
1,1.3144014,1.23,6137.0,,
1,1.314437,1.472064,6009.0,,4.09
1,4.8045244,1.28,6187.0,,
1,6.14818,2.29043,6591.31,,
1,1.49761,,,,
1,6.479656,0.921539,5586.0,,4.5
1,6.48167,0.922,,,
1,6.4804111,0.89,5537.0,,
1,2.8445331,1.16,6045.0,,
1,0.6687,1.942,,,
1,13.3461,2.575,,,
1,4.13737,1.03,,,
1,4.1376047,0.7,4581.0,,
1,2.469851,1.479,,,
1,0.689647,1.08,6481.0,,4.0
1,0.690458,1.50882,6912.12,,
1,4.1687922,1.14,6005.0,,
1,21.17051,2.536,,,
1,5.31937553733,2.36934,6350.0,1698.93,3.78918
1,5.319075,2.28,,,
0,12.866539,1.18,6066.0,,
0,12.86772,1.79,6861.0,,4.11
0,12.866412,1.642,,,
0,1.84617,0.21,3252.0,,5.08
0,1.8461222,1.82,7536.0,,
1,6.6223,5.54598,5000.0,,
1,0.5217136,11.27,,,
1,11.97495,3.4,5200.0,,3.32
1,11.975818,0.28,3320.0,,
1,5.9895,1.03,,,
1,28.707623,1.03,5838.0,,
1,15.465691,0.76,4989.0,,
1,15.4715,1.89,5791.0,,4.005
1,15.466674,1.231429,5807.0,,4.25
1,1.4556637,1.84406,6520.0,,4.03395
1,1.45556515,2.043,,,
1,3.3262396,0.33,3404.0,,
1,3.32592848,60.6949,4017.0,,
1,3.3255,85.0,,,
1,13.1426,13.9,,,
1,4.4743465,0.81,5248.0,,
1,4.474513,2.221057,6081.0,,3.88
1,4.47471,2.486,,,
1,2.1989041,0.75,4938.0,,
1,4.1657292,0.36,3442.0,,
0,0.6308,,,,
1,0.2358684,1.792,,,
1,12.99109,4.5,,,
1,1.7359447,0.84,5354.0,,
1,1.8389349,0.58,3930.0,,
1,1.83916,0.48,,,
1,2.032664,0.535,,,
1,6.11706,0.535,,,
1,1.85872487,2.01889,6015.0,,3.87316
1,1.8590179,1.33,6244.0,,
1,1.859017,2.03,6842.0,,4.01
1,540.0,0.94,5200.0,,
1,,1.947,,,
0,1.4408,1.58859,4154.0,,
0,0.841202,2.31,6237.0,,3.85
1,0.8411257,0.66,4289.0,,
1,0.17566,1.15,6620.0,,4.19
1,29.33873041,0.528528,3171.0,,4.71253
0,22.7984,1.37,6195.0,,4.18
1,1.68027,1.275,,,
1,2.54427583,3.23826,8188.0,,3.71913
1,0.7099504,2.065,,,
0,1.8204,0.5139,3112.0,,4.72526
0,1.404411,2.02,6933.0,,4.02
0,2.809,0.474383,2901.0,,4.75991
0,1.4044283,0.12,2721.0,,
1,3.400858,0.983,,,
1,3.4007758,0.89,5520.0,,
1,,1.249,,,
1,,,3095.0,,
0,8.2781,,6520.0,,
0,8.2758,1.6,5926.0,,4.16
0,8.2766395,0.11,2586.0,,
0,0.6199,0.596423,2978.0,,4.65423
1,28.46762,1.97,,,
1,28.465633,0.96,5700.0,,
0,4.5417,0.641751,2897.0,,4.61636
1,83830.0,0.74,4000.0,,
1,8.79689,2.047,,,
1,1.153886,1.8,6841.0,,4.09
1,1.6398934,0.79,5175.0,,
0,1.486243,1.87,5991.0,,3.984
1,23.210585,0.81,5244.0,,
1,23.21037,1.207,,,
1,1.330023,2.4,,,
1,50.73641,1.349,,,
0,1.124,0.50547,3074.0,,4.73262
0,0.7474,,,,
1,46.1373,0.723,,,
1,1.957,45.3731,3913.0,,
1,22.6398,0.862,,,
1,24.193613,0.87,5457.0,,
1,2.784496,0.256,,,
1,0.64292573,0.362033,2914.0,,4.86227
0,1.4562,,,,
0,2.8742,1.41662,3648.0,,
1,10.2236,2.04,6960.0,,4.05
0,1.6281,2.74444,5691.0,,3.56677
1,2.7518,0.647,,,
1,,8.12,,,
1,23.277669,0.68,4379.0,,
1,24.6842,1.17,,,
1,2.2,0.87,4800.0,,
1,2.64594828,1.98054,6634.0,,3.98751
1,2.6454165,0.79,5179.0,,
1,20.98296043,0.739921,4822.0,,4.59235
1,1.5271792,0.899453,5359.0,,4.49859
1,7.8392,1.115,,,
0,9.2048,3.61562,11886.0,,3.82208
1,2.32046168,,,,
1,2.320937,1.157,,,
1,1.94297,0.436,3197.0,,4.846
0,1.3178719,1.975,,,
0,1.3179,1.07,5876.0,,4.39
1,0.2338108,,,,
0,1.1488,0.984957,3429.0,,4.07241
1,46.38363,0.762,,,
1,46.40651,0.73,4812.0,,
1,16.563155,0.48,3669.0,,
1,16.56127,0.258,,,
1,18.357773,0.75,4937.0,,
1,18.3647,1.22,,,
1,21.9184,0.72,,,
1,49.8558,1.359,,,
1,4.981838,0.978267,5774.0,,4.37
1,4.9818921,1.04,5849.0,,
1,4.98049071,1.13733,5234.0,,4.27715
1,4.9815,0.92,,,
1,4.98205,1.01,5594.0,,4.382
1,3.3055191,0.35,3430.0,,
1,3.30524,1.79,,,
0,1.8361,,,,
1,14.5444413,,,,
1,4.30221683,4.08069,7168.62,,3.42072
0,8.02415,6.1,4734.0,,2.95
0,8.02335,5.13,,,
0,8.02678456,5.5996,4708.46,,
0,8.0241306,0.58,3939.0,,
1,11.31028,1.44,,,
1,11.31009,10.0,4793.0,,2.37
1,16.63311,2.19,5700.0,,3.84
1,16.63091654,1.27372,5121.0,,4.16342
1,16.63237,0.47,3648.0,,
1,1.057171,1.004,,,
0,4.377326,1.43,5928.0,,4.08
0,4.37983009,1.60152,5982.0,,4.07039
0,4.3772986,0.78,5102.0,,
0,4.377339,1.691,,,
1,0.98036126,0.58,3932.0,,
1,0.97988263,0.701061,4063.0,,4.56888
1,0.980294,0.685,,,
1,0.980414,0.66,4202.0,,4.758
1,14.2005,0.786,,,
1,28.8077,0.215,,,
1,3.75927,10.7,,,
1,2.41628,1.01,,,
1,2.4165066,0.38,3483.0,,
1,4.4984354,0.66,4309.0,,
1,0.3938505,2.16,,,
1,2.3240489,0.78,5107.0,,
1,1.86732,0.693,,,
1,22.9735,1.067,,,
0,5.6683,0.956267,3521.0,,4.14993
1,14.658196,0.45,3610.0,,
1,14.65835,0.339,,,
1,6.4349,1.493,,,
1,4.27065,1.5,,,
1,7.64309,1.5,,,
1,16.858,1.07,5957.0,,4.351
1,2.167697,2.489,,,
1,19.2299,0.612,,,
1,5.07152,0.426,,,
1,8.1191,1.2,6040.0,,4.32
1,16.235,1.2,6040.0,,4.32
0,24.9922,1.2,6040.0,,4.32
1,4.20773,0.834,,,
1,1.1761477,2.38,,,
1,27.270191,1.612,6171.0,,4.129
1,2.475573,0.888,,,
1,2.475641,0.824753,5257.0,,4.49
1,2.4756313,0.81,5239.0,,
1,2.475527,1.06,5962.0,,4.4
1,17.7259,1.752,,,
1,17.72507,1.33,6189.0,,4.152
1,17.725837,1.11,5971.0,,
1,17.7256773,1.63,6010.0,697.0,4.06
1,54.169832,0.55,3836.0,,
1,8.0468,,,,
1,8.050722,0.83,5502.7,960.6,
1,8.0516,0.904,,,
1,6.79143,0.609,,,
1,14.353347,0.79,5162.0,,
1,14.3533,0.855,,,
1,14.353438,0.82797,5317.0,,4.59
1,1.88282,0.257,,,
1,6.4756,1.339,,,
1,2.3181466,0.67,4343.0,,
1,2.31803,0.589,,,
0,12.4292,0.814,5414.0,,4.595
1,6.37733,0.262,,,
0,19.44212,0.35,3864.0,,4.91
0,19.441899,0.11,2601.0,,
1,0.80032756,0.61,4028.0,,
1,8.3958,1.996,,,
1,12.26422,0.7596,,,
1,12.263354,0.76,4980.0,,
1,12.2631,0.717,5106.0,,4.603
1,12.25823207,0.758844,5038.0,,4.60153
1,10.3631,0.613,,,
1,4.50756,,,,
1,4.50717,0.823,,,
1,0.9116567,0.94,5648.0,,
1,0.911618,0.823,,,
1,0.911724,1.1,5724.0,,4.5
1,14.641541,0.94,5648.0,,
1,14.637,1.5,6438.0,,4.2
1,14.6435,0.823,,,
1,14.647531,1.1,5724.0,,4.5
1,9.3826,1.38,6377.0,,4.223
1,9.38053,1.412,,,
1,9.3813402,1.39,6305.0,,
1,5.6505,1.012,,,
1,4.2304959,0.67,4335.0,,
1,4.23119,0.516,,,
1,9.9487,1.136,,,
1,2.87814,,,,
1,4.1107634,0.18,2989.0,,
1,1.131305,1.122,,,
1,1.131316,1.32,6292.0,,4.27
1,5.2986,0.5,4114.0,,4.8
1,5.29853,0.668,,,
1,5.29711,,,,
1,0.35490972,0.57,3893.0,,
1,0.354884,0.5,4114.0,,4.8
1,4.1029,1.98,,,
1,14.454495,0.7,4521.0,,
1,28.564994,0.68,4418.0,,
1,5.87975,0.393,4056.0,,4.883
1,5.8797,0.807445,4111.0,,4.43205
1,5.8796123,0.62,4089.0,,
1,5.87913354,0.807445,4111.0,,4.43205
1,5.879829,0.701,,,
0,25.2768,0.52,4215.0,,4.758
1,3.2920598,0.52,3764.0,,
1,3.292013,0.674,,,
1,3.291897,0.395,3850.0,,4.882
1,7.445026,0.825169,5277.0,,4.65
1,7.4448754,0.78,5132.0,,
1,13.8543,1.848,,,
1,54.976021,1.41,6333.0,,
1,2.59824,0.788,,,
1,2.573088,2.5,5165.0,,3.68
1,2.5730187,0.69,4488.0,,
1,37.827,0.577,,,
1,0.3584061,1.03,,,
1,0.35840528,1.04,5862.0,,
1,0.358378,0.89,5928.0,,4.247
1,0.80858305,2.31125,6151.8,,
1,4.00932,0.68,,,
1,20.6714,0.655,,,
1,,1.763,,,
1,,1.763,,,
1,0.367473,1.26302,6060.0,,4.19
1,0.36747226,1.29,6205.0,,
1,0.3674645,1.18,,,
1,0.367453,0.95,6167.0,,4.16
1,6.57986525,1.68281,5874.0,,4.01131
1,3.5990666,0.78,5107.0,,
1,3.59905,0.826124,5459.0,,4.59
1,3.59912,0.82,5518.0,,4.558
1,3.59922,0.809,,,
1,5.01038,1.53,,,
1,2.25558,0.367,,,
1,2.255436,0.25,3297.0,,4.9
1,2.25372,,,,
1,0.62309386,0.65,4231.0,,
1,3.11594,0.367,,,
1,11.63547,0.892,,,
1,1.982116,2.05,,,
1,36.9321,0.955,,,
0,1.35823,0.95,5675.0,,4.45
1,8.4532,1.0419,,,
1,0.434832,0.333,,,
1,0.4348359,0.5,3714.0,,
1,0.434827,0.5,3724.0,,4.942
1,4.31444335,2.25969,4952.0,,
1,1.5339666,0.52,3757.0,,
1,1.53402,0.520027,3698.0,,4.71992
1,0.3176828,0.944,,,
1,1.58316,0.669,,,
1,1.58252,,,,
1,17.501662,0.73,4749.0,,
1,17.515472,0.758,4752.0,,4.596
1,17.5125,0.669,,,
1,10.49927,0.599,,,
1,5.23189,0.627,,,
1,1.13666,1.724,,,
1,12.4404,0.586,,,
1,1.49462,0.586,,,
1,2.018725,14.96,,,
1,23.8039,0.48,4840.0,,4.809
1,3.47722,0.556,,,
1,0.44214967,0.76,4977.0,,
1,0.442094,0.77,5007.0,,4.587
1,0.442185,0.754,,,
1,18.406118,1.84,6684.0,,
1,18.415126,3.465887,6211.0,,3.56
1,10.4404,0.746,4893.0,,4.596
1,27.837146,0.64,4241.0,,4.696
1,12.19649,1.062,,,
1,8.15306759,1.71199,5445.0,,3.94879
1,2.2021868,0.96,5695.0,,
1,20.398147,0.85,5399.0,,
1,20.398071,0.777455,5199.0,,4.52
1,20.3997,0.778,,,
1,17.81188,0.93,5554.0,,4.494
1,17.80345864,1.16413,5561.99,,4.29773
1,17.812866,0.92,5613.0,,
1,2.931226,1.12,6097.0,,4.37
0,6.3878,1.25,6668.0,,4.331
1,1.81449,0.92,5614.0,,4.49
1,22.4844,1.15,6173.0,,4.35
1,3.47323985883,1.56373,7406.97,1767.12,4.27763
1,3.47451,1.83,7143.0,,4.117
1,0.369181,2.22,6020.0,,3.762
1,6.71694,0.82,5267.0,,4.549
1,3.951971,0.692034,4672.0,,4.63
1,11.3256,1.043,,,
1,2.9237,0.573,,,
1,14.08549,1.32,5970.0,,4.161
1,15.0818,0.514,,,
1,3.16363,0.514,,,
0,1.31559,2.3,6721.0,,3.87
0,1.3155918,1.69,,,
0,0.96997227,,5401.0,,
0,0.969967,1.54,5272.0,,4.036
0,0.970016,0.87,5838.0,,4.12
1,23.9683,1.129,5296.0,,4.455
1,19.860476,0.696718,4760.0,,4.69
1,19.8606,0.648,,,
1,4.72048898787,0.489916,3553.0,526.86,4.74625
1,4.72046,0.385,,,
1,1.1430018,3.28495,5551.0,,
1,3.74234,0.502,,,
1,24.2747,0.424,,,
0,1.14907861,1.00567,5324.24,,
0,1.1489833,2.0,5137.0,,3.63
1,7.46967,0.279,,,
1,2.16594452,1.30635,6194.54,,4.28076
1,2.165976,1.1,,,
1,2.16595219375,1.30635,6194.54,1676.71,4.28076
1,14.2683,0.6,4955.0,,
1,14.26763,0.603,,,
1,14.27669647,0.701437,5160.0,,4.6871
1,4.86406,0.298809,3407.0,,4.92702
1,4.86496,0.261,,,
1,15.97700259,1.04527,5692.43,,
1,3.7342439,2.642,,,
1,3.73478175,2.27759,6477.43,,3.84369
1,0.567055,1.42,7020.0,,4.0
1,0.5670195,,,,
1,14.14459,2.69,5011.0,,3.663
1,14.145239,2.15381,5016.0,,3.81
1,2.386772,0.286,,,
1,2.38669,0.29,3676.0,,4.99
1,43.36143,1.472,,,
1,27.353103,1.448467,6148.0,,4.15
1,2.357651,0.267,,,
1,2.35771,0.267,3655.0,,5.007
1,27.9329,0.573,,,
1,3.72007,0.986,,,
1,1.396291,1.02,5728.0,,4.43
1,1.39657671,0.96977,5805.0,,4.48176
1,31.3537,0.816,,,
1,14.8484,0.816,,,
1,10.0696,0.816,,,
1,3.6494,0.326267,3338.0,,4.89775
1,3.65017,0.249,,,
1,5.7663,0.326267,3338.0,,4.89775
1,5.76808,0.249,,,
1,7.98471,0.249,,,
1,7.98221,0.326267,3338.0,,4.89775
1,5.1718,0.954,5941.0,,4.328
1,5.7408,0.76,5342.0,,4.704
1,29.0529,0.325107,3373.0,,4.89895
0,25.2077883,1.83554,6168.93,,3.98242
0,25.219709,2.29,,,
0,25.2208,1.41,6257.0,,4.19
0,0.870775,0.88,5875.0,,4.04
0,0.870673,1.74,5647.0,,3.969
0,0.87052967,1.47366,6121.0,,4.16573
0,0.8706763,1.47,6121.0,1729.0,4.16573
1,1.43689647,10.8463,4876.7,,
1,1.436756,10.91,,,
1,59.847399221,1.09215,5765.3,211.04,4.38
1,59.848566,0.983415,5738.0,,4.4
1,59.84871,1.067,,,
1,11.37698,0.64,4397.0,,
1,11.376,0.636,,,
0,29.12555,3.9,4936.0,,3.28
1,0.8925,2.0,,,
1,14.7619,0.735,,,
1,14.7582,0.7,4434.0,,
0,0.5111,0.214796,3092.0,,5.03845
1,0.7041655,9.3189,4564.0,,
1,1.93426,0.928,,,
1,3.43827,0.928,,,
1,18.03895153,0.88619,5089.61,,4.47396
1,2.41040731,1.92538,6276.0,,3.95894
1,2.410271,1.51,6390.0,,4.17
1,1.6865884,2.93748,6199.0,,3.57767
1,8.4044,0.307,,,
1,1.1829266,1.51,,,
1,20.600656,1.059,5969.0,,4.386
1,20.5949,1.059,5969.0,,4.386
0,0.950356,0.94,6125.0,,3.0
1,56.6205,0.904,,,
1,1.702301,1.28,6116.0,,4.24
1,0.3499146,2.43,,,
1,0.349935,0.76,4925.0,,3.42
1,4.27681,0.938,,,
1,13.16121,0.938,,,
1,21.0858,0.938,,,
1,30.2894,0.938,,,
1,1.82876,0.938,,,
1,7.1149,0.953,5534.0,,4.411
1,3.347872,2.2,,,
1,1.31982263,2.91272,6196.8,,3.58502
1,3.32257,1.108,,,
1,,1.6,,,
0,2.4616,2.32365,9962.0,,4.11227
1,,0.96,,,
1,28.29213,0.96,,,
0,7.0502,0.705709,4947.69,,4.65197
1,14.643071,13.183733,4883.0,,2.27
1,18.8652,0.642,,,
1,7.434876,1.74,,,
1,2.34951024,1.50652,7418.48,,4.31257
1,2.349545,1.695,,,
1,2.3494903,1.51,7418.5,1690.0,4.31
1,2.349515,5.410002,6254.0,,3.19
1,2.349455,1.81,7056.0,,4.06
1,0.2990737,0.231,,,
1,16.43831081,1.92033,5997.0,,3.91664
1,5.88165,1.37,,,
1,11.55059,0.469901,3677.0,,4.76387
1,0.19785,0.469901,3677.0,,4.76387
1,6.423,5.86835,5053.72,,
1,3.1393226,1.5,6283.0,1780.0,4.18
1,3.139404,1.53,5716.0,,4.047
1,3.1393667,1.52,5653.4,1597.0,4.08
1,1.38521606684,1.451,6294.0,2071.92,4.20464
1,1.385246,1.407,,,
1,13.8253157,0.75,5163.0,,4.58
1,13.8240078,0.71,5129.0,681.0,4.67
1,22.194346,1.069,5660.0,,4.283
1,1.72397,0.885,,,
1,17.178,1.33351,5814.52,,4.20761
1,5.409,45.4751,3949.0,,
1,4.99,1.63356,6242.0,,4.09458
1,4.9898664,1.63,6242.0,1001.0,4.09
1,0.22181,0.585409,3942.0,,4.66358
1,44.13,10.7024,4865.94,,
1,14.449,1.68931,6016.0,,4.02797
1,14.4518248,1.68931,6016.0,,4.02797
1,14.448767,1.36,,,
1,14.448987,1.739,,,
1,0.463954,0.272,,,
1,0.46395,0.42,3563.0,,5.004
1,0.46395,0.491813,3720.0,,4.74458
1,5.264,1.5774,6190.82,,4.11773
1,1.529084,1.654,,,
1,2.084,,,,
1,4.166738,2.0,,,
1,1.567,0.615898,4426.2,,4.69978
1,1.56706496,0.615898,4426.2,,4.69978
1,1.56699,0.603,,,
1,7.757595,0.713,,,
1,4.8718955,1.82,6972.0,1663.0,4.1
1,4.871902,1.817,6466.0,,4.113
1,4.8740385,1.8,6504.4,1490.0,4.05
1,8.514184,8.384,4885.0,,2.69
0,0.967865,0.97198,5255.0,,4.417
1,16.168833,5.653,5186.0,,3.371
0,25.23658,0.701898,3777.0,,4.56823
1,36.0861607,0.67,4726.0,,4.63
1,36.109,0.504,,,
0,10.337864,1.96735,6281.0,,
1,9.967689,1.031,5882.0,,4.455
0,13.919301,1.2633,5330.07,,4.19884
0,0.954863,0.926751,5544.91,,4.49537
1,3.25182,0.63,,,
1,5.032134,2.516,,,
1,5.03207,3.685008,5070.0,,3.25
1,6.45795,0.9389,,,
0,0.554633,0.951566,4729.0,,4.362
1,5.176243,1.118972,6185.0,,4.34
1,5.176,1.35641,6146.0,,4.23998
0,2.153178,0.997379,5523.0,,4.42712
1,1.610911,0.56,,,
1,1.61092,0.409602,3511.0,,4.81787
1,1.611,0.409602,3511.0,,4.81787
1,1.610888,0.299,,,
1,2.17807,0.409602,3511.0,,4.81787
1,2.178008,0.299,,,
1,2.177846,0.56,,,
1,4.96883,0.409602,3511.0,,4.81787
1,4.96792,0.299,,,
1,6.26561,0.299,,,
1,3.28963,0.299,,,
0,0.565934,1.55349,5309.0,,4.01449
